decision_week,brand,finished_good_sku,sales_channel,lag_1,lag_4,roll_4,roll_8,sales_std_4,recent_trend,growth_ratio,lag1_vs_lag4,promo_flag,promo_uplift,week_sin,week_cos,brand_code,sku_type_code,channel_code,actual_4w
2,PureLeaf,PL_SLOW_MASK,D2C,187.0,0.0,187.0,187.0,0.0,0.0,1.0,187.0,0,0.0,0.23931566428755774,0.970941817426052,2,5,1,208.0
2,PureLeaf,PL_SLOW_MASK,Domestic_Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.23931566428755774,0.970941817426052,2,5,2,203.0
2,PureLeaf,PL_SLOW_MASK,Japan_Offline,20.0,0.0,20.0,20.0,0.0,0.0,1.0,20.0,0,0.0,0.23931566428755774,0.970941817426052,2,5,3,101.0
3,AquaMuse,AM_BASIC_TONER,Amazon_US,192.0,0.0,194.0,194.0,2.8284271247461903,0.0,1.0,192.0,0,0.0,0.3546048870425356,0.9350162426854148,0,0,0,932.0
3,AquaMuse,AM_BASIC_TONER,D2C,380.0,0.0,273.0,273.0,151.32085117392117,0.0,1.0,380.0,0,0.0,0.3546048870425356,0.9350162426854148,0,0,1,1447.0
3,AquaMuse,AM_BASIC_TONER,Domestic_Retail,212.0,0.0,215.5,215.5,4.949747468305833,0.0,1.0,212.0,0,0.0,0.3546048870425356,0.9350162426854148,0,0,2,986.0
3,AquaMuse,AM_BASIC_TONER,Japan_Offline,193.0,0.0,152.5,152.5,57.27564927611035,0.0,1.0,193.0,1,0.069,0.3546048870425356,0.9350162426854148,0,0,3,654.0
3,AquaMuse,AM_BUNDLE_KIT,Amazon_US,120.0,0.0,110.0,110.0,14.142135623730951,0.0,1.0,120.0,0,0.0,0.3546048870425356,0.9350162426854148,0,1,0,596.0
3,AquaMuse,AM_BUNDLE_KIT,D2C,381.0,0.0,240.0,240.0,199.4041122946064,0.0,1.0,381.0,0,0.0,0.3546048870425356,0.9350162426854148,0,1,1,858.0
3,AquaMuse,AM_BUNDLE_KIT,Domestic_Retail,157.0,0.0,182.0,182.0,35.35533905932738,0.0,1.0,157.0,0,0.0,0.3546048870425356,0.9350162426854148,0,1,2,924.0
3,AquaMuse,AM_BUNDLE_KIT,Japan_Offline,136.0,0.0,109.0,109.0,38.18376618407357,0.0,1.0,136.0,0,0.0,0.3546048870425356,0.9350162426854148,0,1,3,339.0
3,GlowLab,GL_HERO_SERUM,Amazon_US,402.0,0.0,476.5,476.5,105.35891039679558,0.0,1.0,402.0,0,0.0,0.3546048870425356,0.9350162426854148,1,3,0,1521.0
3,GlowLab,GL_HERO_SERUM,D2C,1074.0,0.0,862.5,862.5,299.10616844190963,0.0,1.0,1074.0,0,0.0,0.3546048870425356,0.9350162426854148,1,3,1,1682.0
3,GlowLab,GL_HERO_SERUM,Domestic_Retail,562.0,0.0,709.5,709.5,208.59650045003153,0.0,1.0,562.0,0,0.0,0.3546048870425356,0.9350162426854148,1,3,2,1513.0
3,GlowLab,GL_HERO_SERUM,Japan_Offline,312.0,0.0,347.0,347.0,49.49747468305833,0.0,1.0,312.0,0,0.0,0.3546048870425356,0.9350162426854148,1,3,3,1368.0
3,GlowLab,GL_NEW_AMPOULE,Amazon_US,118.0,0.0,97.5,97.5,28.991378028648448,0.0,1.0,118.0,0,0.0,0.3546048870425356,0.9350162426854148,1,4,0,553.0
3,GlowLab,GL_NEW_AMPOULE,D2C,86.0,0.0,120.5,120.5,48.79036790187178,0.0,1.0,86.0,0,0.0,0.3546048870425356,0.9350162426854148,1,4,1,854.0
3,GlowLab,GL_NEW_AMPOULE,Domestic_Retail,95.0,0.0,76.0,76.0,26.870057685088806,0.0,1.0,95.0,0,0.0,0.3546048870425356,0.9350162426854148,1,4,2,979.0
3,GlowLab,GL_NEW_AMPOULE,Japan_Offline,29.0,0.0,43.5,43.5,20.506096654409877,0.0,1.0,29.0,1,0.291,0.3546048870425356,0.9350162426854148,1,4,3,508.0
3,PureLeaf,PL_GLOBAL_CREAM,Amazon_US,170.0,0.0,164.5,164.5,7.7781745930520225,0.0,1.0,170.0,1,0.374,0.3546048870425356,0.9350162426854148,2,2,0,697.0
3,PureLeaf,PL_GLOBAL_CREAM,D2C,124.0,0.0,296.0,296.0,243.24473272817235,0.0,1.0,124.0,0,0.0,0.3546048870425356,0.9350162426854148,2,2,1,632.0
3,PureLeaf,PL_GLOBAL_CREAM,Domestic_Retail,92.0,0.0,154.0,154.0,87.68124086713189,0.0,1.0,92.0,0,0.0,0.3546048870425356,0.9350162426854148,2,2,2,584.0
3,PureLeaf,PL_GLOBAL_CREAM,Japan_Offline,121.0,0.0,130.0,130.0,12.727922061357855,0.0,1.0,121.0,1,0.371,0.3546048870425356,0.9350162426854148,2,2,3,559.0
3,PureLeaf,PL_SLOW_MASK,Amazon_US,0.0,0.0,11.0,11.0,15.556349186104045,0.0,1.0,0.0,0,0.0,0.3546048870425356,0.9350162426854148,2,5,0,65.0
3,PureLeaf,PL_SLOW_MASK,D2C,41.0,0.0,114.0,114.0,103.23759005323593,0.0,1.0,41.0,0,0.0,0.3546048870425356,0.9350162426854148,2,5,1,176.0
3,PureLeaf,PL_SLOW_MASK,Domestic_Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.613,0.3546048870425356,0.9350162426854148,2,5,2,165.0
3,PureLeaf,PL_SLOW_MASK,Japan_Offline,54.0,0.0,37.0,37.0,24.041630560342615,0.0,1.0,54.0,0,0.0,0.3546048870425356,0.9350162426854148,2,5,3,114.0
4,AquaMuse,AM_BASIC_TONER,Amazon_US,200.0,0.0,196.0,196.0,4.0,0.0,1.0,200.0,0,0.0,0.4647231720437685,0.8854560256532099,0,0,0,1042.0
4,AquaMuse,AM_BASIC_TONER,D2C,201.0,0.0,249.0,249.0,114.79111463872106,0.0,1.0,201.0,1,0.608,0.4647231720437685,0.8854560256532099,0,0,1,1114.0
4,AquaMuse,AM_BASIC_TONER,Domestic_Retail,161.0,0.0,197.33333333333334,197.33333333333334,31.659648345067474,0.0,1.0,161.0,1,0.169,0.4647231720437685,0.8854560256532099,0,0,2,915.0
4,AquaMuse,AM_BASIC_TONER,Japan_Offline,150.0,0.0,151.66666666666666,151.66666666666666,40.525712002793156,0.0,1.0,150.0,0,0.0,0.4647231720437685,0.8854560256532099,0,0,3,685.0
4,AquaMuse,AM_BUNDLE_KIT,Amazon_US,214.0,0.0,144.66666666666666,144.66666666666666,60.87144924620519,0.0,1.0,214.0,1,0.908,0.4647231720437685,0.8854560256532099,0,1,0,538.0
4,AquaMuse,AM_BUNDLE_KIT,D2C,456.0,0.0,312.0,312.0,188.2365533046119,0.0,1.0,456.0,0,0.0,0.4647231720437685,0.8854560256532099,0,1,1,1189.0
4,AquaMuse,AM_BUNDLE_KIT,Domestic_Retail,91.0,0.0,151.66666666666666,151.66666666666666,58.18361739642297,0.0,1.0,91.0,0,0.0,0.4647231720437685,0.8854560256532099,0,1,2,844.0
4,AquaMuse,AM_BUNDLE_KIT,Japan_Offline,38.0,0.0,85.33333333333333,85.33333333333333,49.08496035786657,0.0,1.0,38.0,0,0.0,0.4647231720437685,0.8854560256532099,0,1,3,508.0
4,GlowLab,GL_HERO_SERUM,Amazon_US,469.0,0.0,474.0,474.0,74.62573282722254,0.0,1.0,469.0,1,0.283,0.4647231720437685,0.8854560256532099,1,3,0,1057.0
4,GlowLab,GL_HERO_SERUM,D2C,624.0,0.0,783.0,783.0,252.37472139657729,0.0,1.0,624.0,0,0.0,0.4647231720437685,0.8854560256532099,1,3,1,1534.0
4,GlowLab,GL_HERO_SERUM,Domestic_Retail,457.0,0.0,625.3333333333334,625.3333333333334,207.38450601077543,0.0,1.0,457.0,0,0.0,0.4647231720437685,0.8854560256532099,1,3,2,1512.0
4,GlowLab,GL_HERO_SERUM,Japan_Offline,321.0,0.0,338.3333333333333,338.3333333333333,38.08324215889888,0.0,1.0,321.0,1,0.615,0.4647231720437685,0.8854560256532099,1,3,3,1191.0
4,GlowLab,GL_NEW_AMPOULE,Amazon_US,39.0,0.0,78.0,78.0,39.50949253027682,0.0,1.0,39.0,0,0.0,0.4647231720437685,0.8854560256532099,1,4,0,516.0
4,GlowLab,GL_NEW_AMPOULE,D2C,102.0,0.0,114.33333333333333,114.33333333333333,36.11555528208494,0.0,1.0,102.0,0,0.0,0.4647231720437685,0.8854560256532099,1,4,1,790.0
4,GlowLab,GL_NEW_AMPOULE,Domestic_Retail,110.0,0.0,87.33333333333333,87.33333333333333,27.319101986217145,0.0,1.0,110.0,0,0.0,0.4647231720437685,0.8854560256532099,1,4,2,927.0
4,GlowLab,GL_NEW_AMPOULE,Japan_Offline,196.0,0.0,94.33333333333333,94.33333333333333,89.23190759662899,0.0,1.0,196.0,1,0.16,0.4647231720437685,0.8854560256532099,1,4,3,541.0
4,PureLeaf,PL_GLOBAL_CREAM,Amazon_US,205.0,0.0,178.0,178.0,24.020824298928627,0.0,1.0,205.0,0,0.0,0.4647231720437685,0.8854560256532099,2,2,0,647.0
4,PureLeaf,PL_GLOBAL_CREAM,D2C,216.0,0.0,269.3333333333333,269.3333333333333,178.09360834497494,0.0,1.0,216.0,0,0.0,0.4647231720437685,0.8854560256532099,2,2,1,810.0
4,PureLeaf,PL_GLOBAL_CREAM,Domestic_Retail,243.0,0.0,183.66666666666666,183.66666666666666,80.52535832477453,0.0,1.0,243.0,0,0.0,0.4647231720437685,0.8854560256532099,2,2,2,639.0
4,PureLeaf,PL_GLOBAL_CREAM,Japan_Offline,133.0,0.0,131.0,131.0,9.16515138991168,0.0,1.0,133.0,0,0.0,0.4647231720437685,0.8854560256532099,2,2,3,435.0
4,PureLeaf,PL_SLOW_MASK,Amazon_US,0.0,0.0,7.333333333333333,7.333333333333333,12.701705922171767,0.0,1.0,0.0,0,0.0,0.4647231720437685,0.8854560256532099,2,5,0,57.0
4,PureLeaf,PL_SLOW_MASK,D2C,32.0,0.0,86.66666666666667,86.66666666666667,87.007662497813,0.0,1.0,32.0,0,0.0,0.4647231720437685,0.8854560256532099,2,5,1,162.0
4,PureLeaf,PL_SLOW_MASK,Domestic_Retail,38.0,0.0,12.666666666666666,12.666666666666666,21.93931022920578,0.0,1.0,38.0,0,0.0,0.4647231720437685,0.8854560256532099,2,5,2,160.0
4,PureLeaf,PL_SLOW_MASK,Japan_Offline,0.0,0.0,24.666666666666668,24.666666666666668,27.30079363925769,0.0,1.0,0.0,0,0.0,0.4647231720437685,0.8854560256532099,2,5,3,114.0
5,AquaMuse,AM_BASIC_TONER,Amazon_US,292.0,196.0,220.0,220.0,48.11098280711657,0.0,1.0,1.489795918367347,0,0.0,0.5680647467311558,0.8229838658936564,0,0,0,1007.0
5,AquaMuse,AM_BASIC_TONER,D2C,618.0,166.0,341.25,341.25,206.94181952101093,0.0,1.0,3.7228915662650603,1,0.05,0.5680647467311558,0.8229838658936564,0,0,1,1004.0
5,AquaMuse,AM_BASIC_TONER,Domestic_Retail,222.0,219.0,203.5,203.5,28.641461787648574,0.0,1.0,1.0136986301369864,0,0.0,0.5680647467311558,0.8229838658936564,0,0,2,1041.0
5,AquaMuse,AM_BASIC_TONER,Japan_Offline,136.0,112.0,147.75,147.75,34.00367627183861,0.0,1.0,1.2142857142857142,0,0.0,0.5680647467311558,0.8229838658936564,0,0,3,646.0
5,AquaMuse,AM_BUNDLE_KIT,Amazon_US,249.0,100.0,170.75,170.75,72.05264279215118,0.0,1.0,2.49,1,0.765,0.5680647467311558,0.8229838658936564,0,1,0,429.0
5,AquaMuse,AM_BUNDLE_KIT,D2C,335.0,99.0,317.75,317.75,154.12413827820743,0.0,1.0,3.3838383838383836,0,0.0,0.5680647467311558,0.8229838658936564,0,1,1,1109.0
5,AquaMuse,AM_BUNDLE_KIT,Domestic_Retail,199.0,207.0,163.5,163.5,53.075418038862395,0.0,1.0,0.961352657004831,1,0.871,0.5680647467311558,0.8229838658936564,0,1,2,697.0
5,AquaMuse,AM_BUNDLE_KIT,Japan_Offline,129.0,82.0,96.25,96.25,45.638981875877406,0.0,1.0,1.5731707317073171,0,0.0,0.5680647467311558,0.8229838658936564,0,1,3,513.0
5,GlowLab,GL_HERO_SERUM,Amazon_US,645.0,551.0,516.75,516.75,104.99007889637319,0.0,1.0,1.1705989110707804,0,0.0,0.5680647467311558,0.8229838658936564,1,3,0,1004.0
5,GlowLab,GL_HERO_SERUM,D2C,381.0,651.0,682.5,682.5,287.85934065095057,0.0,1.0,0.5852534562211982,0,0.0,0.5680647467311558,0.8229838658936564,1,3,1,1596.0
5,GlowLab,GL_HERO_SERUM,Domestic_Retail,252.0,857.0,532.0,532.0,252.02513102202064,0.0,1.0,0.294049008168028,0,0.0,0.5680647467311558,0.8229838658936564,1,3,2,1341.0
5,GlowLab,GL_HERO_SERUM,Japan_Offline,357.0,382.0,343.0,343.0,32.46536616149585,0.0,1.0,0.9345549738219895,0,0.0,0.5680647467311558,0.8229838658936564,1,3,3,935.0
5,GlowLab,GL_NEW_AMPOULE,Amazon_US,113.0,77.0,86.75,86.75,36.70036330428715,0.0,1.0,1.4675324675324675,0,0.0,0.5680647467311558,0.8229838658936564,1,4,0,457.0
5,GlowLab,GL_NEW_AMPOULE,D2C,193.0,155.0,134.0,134.0,49.15960401250875,0.0,1.0,1.2451612903225806,1,0.626,0.5680647467311558,0.8229838658936564,1,4,1,607.0
5,GlowLab,GL_NEW_AMPOULE,Domestic_Retail,136.0,57.0,99.5,99.5,33.01009946465879,0.0,1.0,2.3859649122807016,0,0.0,0.5680647467311558,0.8229838658936564,1,4,2,1190.0
5,GlowLab,GL_NEW_AMPOULE,Japan_Offline,134.0,58.0,104.25,104.25,75.50882950578251,0.0,1.0,2.310344827586207,0,0.0,0.5680647467311558,0.8229838658936564,1,4,3,581.0
5,PureLeaf,PL_GLOBAL_CREAM,Amazon_US,183.0,159.0,179.25,179.25,19.771612647092464,0.0,1.0,1.150943396226415,0,0.0,0.5680647467311558,0.8229838658936564,2,2,0,647.0
5,PureLeaf,PL_GLOBAL_CREAM,D2C,142.0,468.0,237.5,237.5,158.73982907050558,0.0,1.0,0.3034188034188034,0,0.0,0.5680647467311558,0.8229838658936564,2,2,1,655.0
5,PureLeaf,PL_GLOBAL_CREAM,Domestic_Retail,123.0,216.0,168.5,168.5,72.40856302952021,0.0,1.0,0.5694444444444444,0,0.0,0.5680647467311558,0.8229838658936564,2,2,2,630.0
5,PureLeaf,PL_GLOBAL_CREAM,Japan_Offline,207.0,139.0,150.0,150.0,38.72983346207417,0.0,1.0,1.4892086330935252,0,0.0,0.5680647467311558,0.8229838658936564,2,2,3,417.0
5,PureLeaf,PL_SLOW_MASK,Amazon_US,23.0,22.0,11.25,11.25,12.996794476587935,0.0,1.0,1.0454545454545454,0,0.0,0.5680647467311558,0.8229838658936564,2,5,0,43.0
5,PureLeaf,PL_SLOW_MASK,D2C,114.0,187.0,93.5,93.5,72.34408522240548,0.0,1.0,0.6096256684491979,0,0.0,0.5680647467311558,0.8229838658936564,2,5,1,113.0
5,PureLeaf,PL_SLOW_MASK,Domestic_Retail,34.0,0.0,18.0,18.0,20.848661028149188,0.0,1.0,34.0,0,0.0,0.5680647467311558,0.8229838658936564,2,5,2,43.0
5,PureLeaf,PL_SLOW_MASK,Japan_Offline,0.0,20.0,18.5,18.5,25.475478405713993,0.0,1.0,0.0,0,0.0,0.5680647467311558,0.8229838658936564,2,5,3,13.0
6,AquaMuse,AM_BASIC_TONER,Amazon_US,246.0,192.0,232.5,225.2,46.256531070397685,7.300000000000011,1.0324156305506218,1.28125,0,0.0,0.6631226582407952,0.7485107481711011,0,0,0,1036.0
6,AquaMuse,AM_BASIC_TONER,D2C,310.0,380.0,377.25,335.0,176.59251588520578,42.25,1.1261194029850747,0.8157894736842105,0,0.0,0.6631226582407952,0.7485107481711011,0,0,1,973.0
6,AquaMuse,AM_BASIC_TONER,Domestic_Retail,187.0,212.0,195.5,200.2,27.306897785480263,-4.699999999999989,0.9765234765234766,0.8820754716981132,0,0.0,0.6631226582407952,0.7485107481711011,0,0,2,994.0
6,AquaMuse,AM_BASIC_TONER,Japan_Offline,192.0,193.0,167.75,156.6,29.14761282392322,11.150000000000006,1.0712005108556832,0.9948186528497409,0,0.0,0.6631226582407952,0.7485107481711011,0,0,3,557.0
6,AquaMuse,AM_BUNDLE_KIT,Amazon_US,161.0,120.0,186.0,168.8,56.96197562116914,17.19999999999999,1.1018957345971563,1.3416666666666666,0,0.0,0.6631226582407952,0.7485107481711011,0,1,0,379.0
6,AquaMuse,AM_BUNDLE_KIT,D2C,162.0,381.0,333.5,286.6,124.73572062564917,46.89999999999998,1.16364270760642,0.4251968503937008,0,0.0,0.6631226582407952,0.7485107481711011,0,1,1,1126.0
6,AquaMuse,AM_BUNDLE_KIT,Domestic_Retail,316.0,157.0,190.75,194.0,94.59519015256537,-3.25,0.9832474226804123,2.0127388535031847,1,0.87,0.6631226582407952,0.7485107481711011,0,1,2,612.0
6,AquaMuse,AM_BUNDLE_KIT,Japan_Offline,76.0,136.0,94.75,92.2,46.35640912178883,2.549999999999997,1.0276572668112798,0.5588235294117647,0,0.0,0.6631226582407952,0.7485107481711011,0,1,3,487.0
6,GlowLab,GL_HERO_SERUM,Amazon_US,387.0,402.0,475.75,490.8,118.33110326537144,-15.050000000000011,0.9693357783211084,0.9626865671641791,1,0.466,0.6631226582407952,0.7485107481711011,1,3,0,973.0
6,GlowLab,GL_HERO_SERUM,D2C,460.0,1074.0,634.75,638.0,309.8293885350452,-3.25,0.9949059561128527,0.42830540037243947,1,0.512,0.6631226582407952,0.7485107481711011,1,3,1,1486.0
6,GlowLab,GL_HERO_SERUM,Domestic_Retail,505.0,562.0,444.0,526.6,135.0037036528999,-82.60000000000002,0.843144701860995,0.8985765124555161,0,0.0,0.6631226582407952,0.7485107481711011,1,3,2,1395.0
6,GlowLab,GL_HERO_SERUM,Japan_Offline,457.0,312.0,361.75,365.8,66.40971314499107,-4.050000000000011,0.988928376161837,1.4647435897435896,0,0.0,0.6631226582407952,0.7485107481711011,1,3,3,974.0
6,GlowLab,GL_NEW_AMPOULE,Amazon_US,244.0,118.0,128.5,118.2,85.05096511308186,10.299999999999997,1.0871404399323181,2.0677966101694913,0,0.0,0.6631226582407952,0.7485107481711011,1,4,0,593.0
6,GlowLab,GL_NEW_AMPOULE,D2C,427.0,86.0,202.0,192.6,157.22807213302167,9.400000000000006,1.0488058151609554,4.965116279069767,1,0.336,0.6631226582407952,0.7485107481711011,1,4,1,590.0
6,GlowLab,GL_NEW_AMPOULE,Domestic_Retail,245.0,95.0,146.5,128.6,67.8159273327439,17.900000000000006,1.1391912908242614,2.5789473684210527,1,0.364,0.6631226582407952,0.7485107481711011,1,4,2,1185.0
6,GlowLab,GL_NEW_AMPOULE,Japan_Offline,115.0,29.0,118.5,106.4,68.96617528421692,12.099999999999994,1.1137218045112782,3.9655172413793105,1,0.598,0.6631226582407952,0.7485107481711011,1,4,3,469.0
